LigandID,CAS or NOCAS-number,TC TPO inhibition activity,Presence in test set marked with *,canonical_smiles
test349,603-35-0,Active,*,c1ccc(P(c2ccccc2)c2ccccc2)cc1
test350,604-75-1,Inactive,*,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
test351,605-45-8,Inactive,*,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
test352,611-20-1,Inactive,*,N#Cc1ccccc1O
test353,611-70-1,Inactive,*,CC(C)C(=O)c1ccccc1
test354,615-22-5,Inactive,*,CSc1nc2ccccc2s1
test355,616-45-5,Inactive,*,O=C1CCCN1
test356,618-45-1,Active,*,CC(C)c1cccc(O)c1
test357,622-97-9,Inactive,*,C=Cc1ccc(C)cc1
test358,625-55-8,Inactive,*,CC(C)OC=O
test359,626-03-9,Inactive,*,O=c1cc(O)cc[nH]1
test360,626-43-7,Active,*,Nc1cc(Cl)cc(Cl)c1
test361,626-64-2,Inactive,*,Oc1ccncc1
test362,630-56-8,Inactive,*,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
test363,633-96-5,Inactive,*,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1
test364,644-97-3,Active,*,ClP(Cl)c1ccccc1
test365,645-62-5,Inactive,*,CCCC=C(C=O)CC
test366,657-84-1,Inactive,*,Cc1ccc(S(=O)(=O)O)cc1
test367,682-01-9,Inactive,*,CCCO[Si](OCCC)(OCCC)OCCC
test368,683-18-1,Inactive,*,CCCC[Sn](Cl)(Cl)CCCC
test369,684-93-5,Active,*,CN(N=O)C(N)=O
test370,692-86-4,Inactive,*,C=CCCCCCCCCC(=O)OCC
test371,695-06-7,Inactive,*,CCC1CCC(=O)O1
test372,705-60-2,Inactive,*,CC(=Cc1ccccc1)[N+](=O)[O-]
test373,706-14-9,Inactive,*,CCCCCCC1CCC(=O)O1
test374,717-74-8,Inactive,*,CC(C)c1cc(C(C)C)cc(C(C)C)c1
test375,753-73-1,Inactive,*,C[Sn](C)(Cl)Cl
test376,756-79-6,Inactive,*,COP(C)(=O)OC
test377,760-23-6,Inactive,*,C=CC(Cl)CCl
test378,762-04-9,Inactive,*,CCOP(O)OCC
test379,769-92-6,Active,*,CC(C)(C)c1ccc(N)cc1
test380,770-35-4,Inactive,*,CC(O)COc1ccccc1
test381,818-61-1,Inactive,*,C=CC(=O)OCCO
test382,827-19-0,Inactive,*,Cc1ccc(C)c(S(=O)(=O)O)c1
test383,827-21-4,Inactive,*,Cc1ccc(S(=O)(=O)O)c(C)c1
test384,838-85-7,Inactive,*,O=P(O)(Oc1ccccc1)Oc1ccccc1
test385,860-22-0,Inactive,*,O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
test386,868-85-9,Inactive,*,CO[PH](=O)OC
test387,877-24-7,Inactive,*,O=C(O)c1ccccc1C(=O)O
test388,919-30-2,Inactive,*,CCO[Si](CCCN)(OCC)OCC
test389,928-96-1,Inactive,*,CCC=CCCO
test390,930-55-2,Inactive,*,O=NN1CCCC1
test391,938-16-9,Inactive,*,CC(C)(C)C(=O)c1ccccc1
test392,941-69-5,Inactive,*,O=C1C=CC(=O)N1c1ccccc1
test393,957-51-7,Inactive,*,CN(C)C(=O)C(c1ccccc1)c1ccccc1
test394,989-38-8,Inactive,*,CCNc1cc2c(cc1C)C(c1ccccc1C(=O)OCC)c1cc(C)c(NCC)cc1O2
test395,999-97-3,Inactive,*,C[Si](C)(C)N[Si](C)(C)C
test396,1008-72-6,Inactive,*,O=Cc1ccccc1S(=O)(=O)O
test397,1031-07-8,Active,*,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
test398,1067-25-0,Inactive,*,CCC[Si](OC)(OC)OC
test399,1067-53-4,Inactive,*,C=C[Si](OCCOC)(OCCOC)OCCOC
test400,1072-15-7,Inactive,*,CCCCCCCCCOS(=O)(=O)O
test401,1076-97-7,Inactive,*,O=C(O)C1CCC(C(=O)O)CC1
test402,1112-39-6,Inactive,*,CO[Si](C)(C)OC
test403,1118-46-3,Inactive,*,CCCC[Sn](Cl)(Cl)Cl
test404,1118-92-9,Inactive,*,CCCCCCCC(=O)N(C)C
test405,1120-04-3,Inactive,*,CCCCCCCCCCCCCCCCCCOS(=O)(=O)O
test406,1121-78-4,Inactive,*,Cc1ccc(O)cn1
test407,1137-42-4,Inactive,*,O=C(c1ccccc1)c1ccc(O)cc1
test408,1143-72-2,Active,*,O=C(c1ccccc1)c1ccc(O)c(O)c1O
test409,1189-08-8,Inactive,*,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C
test410,1214-39-7,Inactive,*,c1ccc(CNc2[nH]cnc3ncnc2-3)cc1
test411,1241-94-7,Inactive,*,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
test412,1434-54-4,Inactive,*,CC(=O)C1C(C#N)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
test413,1459-93-4,Inactive,*,COC(=O)c1cccc(C(=O)OC)c1
test414,1477-55-0,Inactive,*,NCc1cccc(CN)c1
test415,1490-04-6,Inactive,*,CC1CCC(C(C)C)C(O)C1
test416,1541-81-7,Inactive,*,CCCCCCCCCCCCN1CCOCC1
test417,1559-34-8,Inactive,*,CCCCOCCOCCOCCOCCO
test418,1559-35-9,Inactive,*,CCCCC(CC)COCCO
test419,1563-38-8,Active,*,CC1(C)Cc2cccc(O)c2O1
test420,1569-01-3,Inactive,*,CCCOCC(C)O
test421,1569-02-4,Inactive,*,CCOCC(C)O
test422,1570-64-5,Inactive,*,Cc1cc(Cl)ccc1O
test423,1625-91-8,Inactive,*,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1
test424,1632-73-1,Inactive,*,CC12CCC(C1)C(C)(C)C2O
test425,1646-87-3,Inactive,*,CNC(=O)ON=CC(C)(C)S(C)=O
test426,1646-88-4,Inactive,*,CNC(=O)ON=CC(C)(C)S(C)(=O)=O
test427,1671-75-6,Inactive,*,CCCCCCC(=O)c1ccccc1
test428,1724-39-6,Inactive,*,OC1CCCCCCCCCCC1
test429,1742-14-9,Inactive,*,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C
test430,1760-24-3,Inactive,*,CO[Si](CCCNCCN)(OC)OC
test431,1825-21-4,Inactive,*,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
test432,1873-88-7,Inactive,*,C[Si](O[Si](C)(C)C)O[Si](C)(C)C
test433,1907-65-9,Inactive,*,CCCCNS(=O)(=O)c1ccc(C)cc1
test434,1929-73-3,Inactive,*,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
test435,1936-15-8,Inactive,*,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1
test436,2016-57-1,Inactive,*,CCCCCCCCCCN
test437,2031-67-6,Inactive,*,CCO[Si](C)(OCC)OCC
test438,2044-64-6,Inactive,*,CC(=O)CC(=O)N(C)C
test439,2052-14-4,Inactive,*,CCCCOC(=O)c1ccccc1O
test440,2078-54-8,Active,*,CC(C)c1cccc(C(C)C)c1O
test441,2110-18-1,Inactive,*,c1ccc(CCCc2ccccn2)cc1
test442,2122-70-5,Inactive,*,CCOC(=O)Cc1cccc2ccccc12
test443,5/7/2321,Active,*,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
test444,2360-22-7,Active,*,Cn1c(=S)[nH]c2ccccc21
test445,2386-87-0,Inactive,*,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
test446,2396-68-1,Inactive,*,CC(C)(C)c1ccc(S)cc1
test447,2425-77-6,Inactive,*,CCCCCCCCC(CO)CCCCCC
test448,6/8/2426,Inactive,*,CCCCOCC1CO1
test449,2440-22-4,Inactive,*,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
test450,2445-77-4,Inactive,*,CCC(C)COC(=O)CC(C)C
test451,9/2/2467,Inactive,*,Oc1ccccc1Cc1ccccc1O
test452,2491-38-5,Active,*,O=C(CBr)c1ccc(O)cc1
test453,5/6/2554,Inactive,*,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1
test454,2627-95-4,Inactive,*,C=C[Si](C)(C)O[Si](C)(C)C=C
test455,2687-94-7,Inactive,*,CCCCCCCCN1CCCC1=O
test456,2694-54-4,Inactive,*,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
test457,2696-84-6,Active,*,CCCc1ccc(N)cc1
test458,2756-56-1,Inactive,*,CCC(=O)OC1CC2CCC1(C)C2(C)C
test459,2761-24-2,Inactive,*,CCCCC[Si](OCC)(OCC)OCC
test460,2782-91-4,Inactive,*,CN(C)C(=S)N(C)C
test461,2807-30-9,Inactive,*,CCCOCCO
test462,2917-73-9,Inactive,*,CCCCOC(=O)CCCCCCCC(=O)OCCCC
test463,2919-66-6,Inactive,*,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O
test464,2996-92-1,Inactive,*,CO[Si](OC)(OC)c1ccccc1
test465,3164-85-0,Inactive,*,CCCCC(CC)C(=O)O
test466,3194-55-6,Inactive,*,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
test467,3268-49-3,Active,*,CSCCC=O
test468,3383-96-8,Active,*,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
test469,3391-86-4,Inactive,*,C=CC(O)CCCCC
test470,3452-97-9,Inactive,*,CC(CCO)CC(C)(C)C
test471,3547-33-9,Inactive,*,CCCCCCCCSCCO
test472,3622-84-2,Inactive,*,CCCCNS(=O)(=O)c1ccccc1
test473,3681-71-8,Inactive,*,CCC=CCCOC(C)=O
test474,8/2/3913,Inactive,*,CCCCCCC(CO)CCCC
test475,3926-62-3,Active,*,O=C(O)CCl
test476,4065-45-6,Inactive,*,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
test477,4107-98-6,Inactive,*,CC(C)N(c1ccccc1)C(C)C
test478,4130-42-1,Active,*,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
test479,4342-36-3,Inactive,*,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1
test480,4344-55-2,Active,*,CCCCOc1ccc(N)cc1
test481,4437-85-8,Inactive,*,CCC1COC(=O)O1
test482,4468-42-2,Inactive,*,CCCC(CC)c1ccccc1
test483,4553-62-2,Inactive,*,CC(C#N)CCC#N
test484,4638-48-6,Inactive,*,O=C(Nc1ccccc1)c1cc(Cl)ccc1O
test485,4707-47-5,Active,*,COC(=O)c1c(C)cc(O)c(C)c1O
test486,4712-55-4,Active,*,O=[PH](Oc1ccccc1)Oc1ccccc1
test487,8/11/4940,Active,*,CCc1occc(=O)c1O
test488,5138-18-1,Inactive,*,O=C(O)CC(C(=O)O)S(=O)(=O)O
test489,5146-66-7,Inactive,*,CC(C)=CCCC(C)=CC#N
test490,5331-91-9,Active,*,Sc1nc2cc(Cl)ccc2s1
test491,5333-42-6,Inactive,*,CCCCCCCCCCC(CO)CCCCCCCC
test492,5394-36-5,Inactive,*,CCC1(C)NC(=O)NC1=O
test493,5407-98-7,Inactive,*,O=C(c1ccccc1)C1CCC1
test494,5437-45-6,Inactive,*,O=C(CBr)OCc1ccccc1
test495,5536-61-8,Inactive,*,C=C(C)C(=O)O
test496,5700-49-2,Inactive,*,NCCN
test497,5870-93-9,Inactive,*,CCCCCCCOC(=O)CCC
test498,5907-38-0,Active,*,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
test499,6088-51-3,Active,*,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1
test500,6190-65-4,Inactive,*,CC(C)Nc1nc(N)nc(Cl)n1
test501,6259-76-3,Inactive,*,CCCCCCOc1ccccc1C(=O)O
test502,8/5/6285,Inactive,*,CCC(=O)c1ccc(Cl)cc1
test503,6325-91-3,Active,*,O=[N+]([O-])c1ccc2[nH]c(S)nc2c1
test504,6359-82-6,Inactive,*,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccccc1
test505,6359-90-6,Inactive,*,CC1=NN(c2cc(S(=O)(=O)O)ccc2Cl)C(=O)C1N=Nc1ccccc1
test506,6359-98-4,Inactive,*,CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1
test507,6485-40-1,Inactive,*,C=C(C)C1CC=C(C)C(=O)C1
test508,6610-29-3,Active,*,CNC(=S)NN
test509,6683-19-8,Inactive,*,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
test510,6728-26-3,Inactive,*,CCCC=CC=O
test511,6789-88-4,Inactive,*,CCCCCCOC(=O)c1ccccc1
test512,7011-83-8,Inactive,*,CCCCCCC1(C)CCC(=O)O1
test513,7080-50-4,Inactive,*,Cc1ccc(S(=O)(=O)NCl)cc1
test514,7212-44-4,Inactive,*,C=CC(C)(O)CCC=C(C)CCC=C(C)C
test516,7659-86-1,Active,*,CCCCC(CC)COC(=O)CS
test517,7681-76-7,Inactive,*,Cn1c([N+](=O)[O-])cnc1COC(N)=O
test518,7779-27-3,Inactive,*,CCN1CN(CC)CN(CC)C1
test519,7781-98-8,Inactive,*,CCOC(=O)c1cccc(O)c1
test520,10042-59-8,Inactive,*,CCCCCC(CO)CCC
test521,10094-34-5,Inactive,*,CCCC(=O)OC(C)(C)Cc1ccccc1
test522,10357-84-3,Active,*,Oc1cccc(O)n1
test523,12108-13-3,Active,*,CC1C=CC=C1
test524,13171-00-1,Inactive,*,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C
test525,13190-34-6,Active,*,C=CC1CNC(=S)O1
test526,13254-34-7,Inactive,*,CC(C)CCCC(C)(C)O
test527,13614-98-7,Active,*,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
test528,13674-84-5,Inactive,*,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
test529,13680-35-8,Inactive,*,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N
test530,13684-56-5,Active,*,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
test531,13684-63-4,Active,*,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
test532,13826-35-2,Inactive,*,OCc1cccc(Oc2ccccc2)c1
test533,14173-30-9,Inactive,*,OCc1ncccc1O
test534,14233-37-5,Inactive,*,CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O
test535,14351-66-7,Inactive,*,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1
test536,14371-10-9,Inactive,*,O=CC=Cc1ccccc1
test537,14765-30-1,Inactive,*,CCC(C)C1CCCCC1=O
test538,14901-07-6,Inactive,*,CC(=O)C=CC1=C(C)CCCC1(C)C
test539,15046-75-0,Inactive,*,Cc1ccccc1S(=O)(=O)O
test540,15214-89-8,Inactive,*,C=CC(=O)NC(C)(C)CS(=O)(=O)O
test541,15499-27-1,Inactive,*,CCCCc1ccc(Cl)cc1
test542,15708-41-5,Inactive,*,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
test543,16079-88-2,Inactive,*,CC1(C)C(=O)N(Cl)C(=O)N1Br
test544,16219-75-3,Inactive,*,CC=C1CC2C=CC1C2
test545,16587-71-6,Active,*,CCC(C)(C)C1CCC(=O)CC1
test546,16867-04-2,Active,*,O=c1[nH]cccc1O
test547,17372-87-1,Inactive,*,O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12
test548,17465-86-0,Inactive,*,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
test549,17696-62-7,Inactive,*,O=C(Oc1ccccc1)c1ccc(O)cc1
test550,17796-82-6,Inactive,*,O=C1c2ccccc2C(=O)N1SC1CCCCC1
test551,17924-92-4,Active,*,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1
test552,18172-67-3,Inactive,*,C=C1CCC2CC1C2(C)C
test553,18979-55-0,Active,*,CCCCCCOc1ccc(O)cc1
test554,19780-11-1,Inactive,*,CCCCCCCCCC=CCC1CC(=O)OC1=O
test555,20265-97-8,Active,*,COc1ccc(N)cc1
test556,20780-48-7,Inactive,*,CCC(C)(CCCC(C)C)OC(C)=O
test557,20830-75-5,Inactive,*,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
test558,21145-77-7,Inactive,*,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C
test559,21245-02-3,Inactive,*,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
test560,21662-09-9,Inactive,*,CCCCCC=CCCC=O
test561,22047-49-0,Inactive,*,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC
test562,22260-51-1,Inactive,*,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12
test563,22839-47-0,Inactive,*,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O
test564,23089-26-1,Inactive,*,CC(C)=CCCC(C)(O)C1CC=C(C)CC1
test565,23386-52-9,Inactive,*,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1
test566,23564-06-9,Active,*,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC
test567,24157-81-1,Inactive,*,CC(C)c1ccc2cc(C(C)C)ccc2c1
test568,24549-06-2,Inactive,*,CCc1cccc(C)c1N
test569,24851-98-7,Inactive,*,CCCCCC1C(=O)CCC1CC(=O)OC
test570,25812-30-0,Inactive,*,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
test571,26002-80-2,Inactive,*,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
test572,26040-51-7,Inactive,*,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC
test573,26644-46-2,Inactive,*,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl
test574,27090-63-7,Inactive,*,CCCCN(CCCC)CCCCCCN(CCCC)CCCC
test575,27344-41-8,Active,*,O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1
test576,28159-98-0,Inactive,*,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
test577,29122-68-7,Inactive,*,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
test578,29387-86-8,Inactive,*,CCCCOC(O)CC
test579,29836-26-8,Inactive,*,CCCCCCCCOC1OC(CO)C(O)C(O)C1O
test580,32388-55-9,Inactive,*,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C
test581,33228-45-4,Active,*,CCCCCCc1ccc(N)cc1
test582,34451-19-9,Inactive,*,CCCCOC(=O)C(C)O
test583,35367-38-5,Active,*,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
test584,35400-43-2,Inactive,*,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
test585,35691-65-7,Inactive,*,N#CCCC(Br)(C#N)CBr
test586,36861-47-9,Inactive,*,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1
test587,37764-25-3,Inactive,*,C=CCN(CC=C)C(=O)C(Cl)Cl
test588,39236-46-9,Inactive,*,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
test589,39905-57-2,Active,*,CCCCCCOc1ccc(N)cc1
test590,40649-36-3,Inactive,*,CCCC1CCC(=O)CC1
test591,41372-20-7,Active,*,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
test593,51580-86-0,Inactive,*,O=c1nc(O)n(Cl)c(=O)n1Cl
test594,51632-16-7,Inactive,*,BrCc1cccc(Oc2ccccc2)c1
test595,52918-63-5,Inactive,*,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
test596,53939-28-9,Inactive,*,CCCCC=CCCCCCCCCCC=O
test597,55589-62-3,Inactive,*,CC1=CC(=O)NS(=O)(=O)O1
test598,55814-41-0,Inactive,*,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1
test599,55934-93-5,Inactive,*,CCCCOC(CC)OC(C)COC(O)CC
test601,58394-64-2,Inactive,*,CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1
test602,58430-94-7,Inactive,*,CC(=O)OCCC(C)CC(C)(C)C
test603,58846-77-8,Inactive,*,CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
test604,59227-89-3,Inactive,*,CCCCCCCCCCCCN1CCCCCC1=O
test605,62885-41-0,Inactive,*,COc1cnccc1O
test606,64359-81-5,Inactive,*,CCCCCCCCn1sc(Cl)c(Cl)c1=O
test607,64700-56-7,Inactive,*,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl
test608,66357-35-5,Inactive,*,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
test609,66575-29-9,Inactive,*,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C
test610,67485-29-4,Inactive,*,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1
test611,67604-48-2,Active,*,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
test612,69806-40-2,Inactive,*,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1
test613,70568-60-4,Inactive,*,CCCCC1CCC(O)CC1
test614,71526-07-3,Inactive,*,O=C(C(Cl)Cl)N1CCOC12CCCCC2
test615,78473-71-9,Active,*,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1
test616,78491-02-8,Inactive,*,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
test617,79098-20-7,Inactive,*,CCCCCc1ccc(Cl)cc1
test618,79277-27-3,Inactive,*,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
test619,83834-59-7,Inactive,*,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
test620,85264-33-1,Inactive,*,Cc1cc(C)n(CO)n1
test621,90357-06-5,Inactive,*,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
test622,98319-26-7,Inactive,*,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
test623,98730-04-2,Inactive,*,CC1COc2ccccc2N1C(=O)C(Cl)Cl
test624,99607-70-2,Inactive,*,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12
test625,101463-69-8,Inactive,*,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
test626,102676-31-3,Inactive,*,N#Cc1ccc(C2CCCc3cncn32)cc1
test627,103055-07-8,Inactive,*,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
test628,111991-09-4,Inactive,*,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
test629,112226-61-6,Inactive,*,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1
test630,112809-51-5,Inactive,*,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
test631,116255-48-2,Inactive,*,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1
test632,120511-73-1,Inactive,*,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
test633,122453-73-0,Inactive,*,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
test634,125116-23-6,Inactive,*,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
test635,125225-28-7,Inactive,*,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
test636,125401-92-5,Active,*,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1
test637,133855-98-8,Inactive,*,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1
test638,134523-03-8,Inactive,*,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
test639,143390-89-0,Inactive,*,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C
test640,163520-33-0,Inactive,*,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1
test641,165252-70-0,Inactive,*,CNC(=N[N+](=O)[O-])NCC1CCOC1
test642,181274-17-9,Inactive,*,COc1nn(C(=O)NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C
test643,199584-38-8,Inactive,*,CCC(C)(C)C1CCC(OC)CC1
test644,210631-68-8,Inactive,*,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1
test645,283594-90-1,Inactive,*,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
test646,654055-01-3,Active,*,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
